record_id,date,production_line_efficiency,downtime_hours,yield_rate,defect_rate
REC-50618137,2023-04-28,98.19,9.31,94.37,1.39
REC-80477785,2022-05-06,82.75,8.51,81.48,4.05
REC-33489813,2020-11-09,77.05,2.93,90.97,1.73
REC-60226379,2021-10-10,80.05,8.3,93.47,1.62
REC-37125189,2022-01-09,72.75,4.58,81.67,1.96
REC-69562350,2020-05-20,92.47,0.45,81.88,3.1
REC-13346688,2021-10-12,95.11,0.3,94.3,0.46
REC-77116153,2024-05-17,97.12,3.5,81.75,0.77
REC-35529779,2022-02-03,95.52,0.65,88.15,3.74
REC-74890505,2019-11-24,77.13,2.57,95.32,4.65
REC-51655640,2022-03-27,80.07,1.73,98.69,1.13
REC-29232735,2021-06-01,87.6,4.22,81.64,2.87
REC-79276026,2024-01-27,90.51,3.75,99.36,4.79
REC-37539747,2024-01-02,86.77,8.22,83.69,0.15
REC-71655384,2021-04-10,78.01,6.84,82.65,0.52
REC-80107942,2023-01-01,78.33,0.95,90.62,3.23
REC-10551617,2022-03-08,85.54,1.26,91.87,0.91
REC-15909601,2020-02-18,79.32,4.78,97.84,4.03
REC-54733393,2021-09-14,78.05,9.42,90.8,4.2
REC-16192775,2023-11-17,96.65,1.48,82.55,3.46
REC-79870757,2022-12-13,77.32,7.22,88.1,1.47
REC-13017249,2020-08-17,91.91,5.17,89.22,0.28
REC-95745109,2021-09-20,72.84,3.64,95.59,0.38
REC-53067834,2023-12-02,96.47,9.03,87.88,4.3
REC-35843038,2020-04-09,74.08,1.33,99.49,0.62
REC-47131272,2024-02-29,71.1,7.25,87.47,3.0
REC-52835559,2019-10-09,86.33,4.47,87.42,0.87
REC-25790828,2022-09-27,75.99,6.97,80.68,0.09
REC-30041488,2022-05-12,75.78,8.93,88.31,2.38
REC-46726921,2020-10-16,93.71,4.57,90.62,1.28
REC-12047721,2022-12-16,93.63,6.45,81.81,4.77
REC-23740579,2024-07-02,82.64,0.77,95.1,0.4
REC-82816971,2023-04-01,94.93,6.52,80.32,4.72
REC-83734610,2022-10-11,82.15,9.58,85.0,1.73
REC-46379997,2024-04-25,73.26,8.91,96.19,1.65
REC-48019546,2021-02-19,70.98,5.57,84.16,1.18
REC-32988138,2023-09-04,74.59,4.6,91.64,1.61
REC-51792388,2020-04-15,90.13,9.8,90.65,3.43
REC-82555030,2019-10-23,83.89,2.32,97.05,0.46
REC-16808353,2024-08-30,95.33,5.72,85.94,0.61
REC-13891332,2020-03-29,77.75,2.31,85.07,4.93
REC-16772091,2019-10-14,72.84,4.44,99.89,4.74
REC-61485872,2021-11-24,75.72,6.36,85.93,0.51
REC-21558774,2021-07-03,84.34,0.75,92.59,3.2
REC-62602177,2020-01-03,95.88,3.23,81.61,0.14
REC-90010054,2020-03-07,81.38,6.45,92.73,0.27
REC-92720444,2023-01-20,70.34,6.83,97.07,1.92
REC-51935074,2023-12-23,74.79,5.63,94.63,2.57
REC-36594858,2022-02-08,91.8,3.21,96.07,0.46
REC-20542212,2023-12-06,72.54,9.31,92.03,0.13
REC-86207390,2023-03-15,98.64,1.82,88.07,4.77
REC-22470997,2023-04-10,98.0,9.42,91.87,2.46
REC-23054418,2023-02-02,73.83,9.7,84.79,2.24
REC-51660066,2020-05-15,80.09,4.65,97.13,0.96
REC-73155598,2024-03-26,73.08,0.41,81.82,3.4
REC-40037183,2024-03-29,87.63,7.32,94.22,0.11
REC-92804565,2020-12-19,71.14,1.41,92.72,3.73
REC-58781345,2022-01-11,82.85,1.6,89.97,4.7
REC-34609232,2020-05-18,89.03,0.45,82.84,2.95
REC-53588695,2022-04-21,81.32,6.52,97.01,3.62
REC-75432046,2020-05-04,92.47,5.8,89.22,4.89
REC-18773168,2024-01-07,97.02,6.42,83.62,0.18
REC-25151444,2021-05-25,81.75,8.5,80.03,4.26
REC-74243595,2020-12-27,87.51,3.91,84.61,2.67
REC-32924595,2024-03-25,90.29,0.62,83.18,0.87
REC-56790372,2022-06-13,73.51,6.16,83.35,4.19
REC-78175850,2022-12-28,78.55,1.25,94.42,3.96
REC-64450250,2024-08-27,74.12,1.02,99.1,2.94
REC-53737494,2020-03-25,96.51,0.74,87.1,1.25
REC-50549608,2022-04-22,96.39,6.24,82.72,2.85
REC-71870997,2023-05-23,73.47,9.11,84.9,4.17
REC-89260394,2021-09-12,97.97,7.48,89.06,2.27
REC-42021033,2020-02-28,81.91,6.41,85.86,2.78
REC-83544472,2021-09-30,70.24,9.35,94.92,2.06
REC-74743230,2020-05-26,99.91,4.74,87.67,2.76
REC-18866414,2023-05-13,85.05,0.5,97.5,4.64
REC-37949250,2020-08-27,76.08,3.26,83.55,4.63
REC-68432185,2023-07-11,81.83,6.66,83.96,1.19
REC-83085160,2020-02-19,71.43,7.56,88.9,4.22
REC-33231136,2022-04-19,80.67,9.91,84.05,2.01
REC-87066247,2021-02-28,91.05,3.79,92.29,2.85
REC-25344154,2020-09-07,92.63,2.06,97.21,2.29
REC-53671508,2019-10-11,75.43,3.31,87.59,2.46
REC-69755911,2020-11-01,95.37,2.17,90.87,3.92
REC-51343854,2019-10-07,71.4,4.39,86.94,2.78
REC-19342578,2021-01-23,75.37,7.93,85.51,4.74
REC-90048179,2023-11-22,84.38,7.2,83.29,3.78
REC-53943990,2022-08-14,86.73,8.72,81.39,0.42
REC-96568973,2024-02-12,98.2,6.14,87.88,1.26
REC-22151134,2024-01-25,94.35,3.89,84.79,2.78
REC-28645088,2021-11-15,92.21,1.6,93.29,0.9
REC-29693143,2021-02-01,93.01,7.35,96.85,2.31
REC-70797197,2022-10-31,72.15,3.53,91.14,4.37
REC-49124904,2020-09-30,80.2,2.01,80.48,0.76
REC-92620697,2021-12-15,88.74,4.56,82.93,0.75
REC-36261929,2020-09-02,83.99,5.04,88.64,1.31
REC-52493026,2019-12-02,84.42,2.39,85.01,1.6
REC-86541203,2022-07-08,84.04,8.99,87.12,3.52
REC-68348074,2023-04-27,97.15,9.48,98.98,3.76
REC-21983952,2021-12-25,89.75,6.72,83.39,2.98
REC-92072899,2024-02-15,83.67,3.34,92.55,2.78
REC-64250458,2020-03-18,87.08,9.65,87.52,0.21
REC-49484797,2021-11-26,89.0,6.44,93.43,0.2
REC-59556257,2024-07-28,98.75,8.64,93.65,1.8
REC-17130627,2020-04-28,81.36,5.98,94.88,1.63
REC-85165988,2023-11-21,73.62,5.21,93.31,0.83
REC-24723458,2023-07-17,78.48,5.12,81.86,4.69
REC-14185545,2024-01-05,99.94,7.75,97.55,1.84
REC-67943873,2022-09-24,87.31,0.46,93.21,3.65
REC-93914843,2020-02-21,85.5,1.5,91.33,3.64
REC-61377152,2023-12-02,91.67,0.78,92.31,0.44
REC-61212793,2024-06-28,81.85,7.23,87.34,1.55
REC-83164605,2021-02-01,99.77,8.04,84.28,2.93
REC-98917575,2022-10-18,95.99,4.49,92.52,4.05
REC-73736162,2021-01-02,82.85,3.07,85.0,0.91
REC-35263378,2021-11-02,86.7,2.93,81.6,2.0
REC-58357021,2020-07-17,76.35,2.44,82.22,2.42
REC-30705405,2024-07-20,97.59,2.64,90.84,2.06
REC-99934747,2020-08-25,88.08,4.2,92.58,0.46
REC-28022414,2021-08-11,99.06,9.41,99.06,1.1
REC-19629584,2023-12-30,85.49,7.96,86.33,0.13
REC-29326800,2019-09-09,97.27,2.66,88.43,0.43
REC-98305426,2020-01-16,71.37,1.82,93.83,4.95
REC-28223512,2019-10-10,91.53,2.13,90.87,1.45
REC-28417392,2021-09-30,72.76,7.05,90.68,1.21
REC-71207129,2020-01-22,89.07,1.18,99.9,2.37
REC-93650995,2023-09-06,99.14,2.3,89.94,1.3
REC-70987778,2022-10-06,98.43,6.25,87.44,0.57
REC-66925051,2022-12-04,80.28,9.55,91.36,0.36
REC-61635535,2020-12-11,94.29,4.55,99.12,2.67
REC-40298433,2021-03-11,88.01,0.02,86.25,1.27
REC-67011913,2019-12-20,80.32,8.15,99.02,2.02
REC-87569592,2024-05-15,75.92,6.79,99.54,4.16
REC-41776042,2023-03-27,95.6,3.3,96.33,4.97
REC-46138183,2021-07-30,94.55,3.09,80.37,4.99
REC-83305194,2022-05-28,72.88,6.5,90.0,4.38
REC-14491176,2021-10-12,85.01,2.7,92.41,4.79
REC-86255745,2023-03-18,76.68,2.11,86.4,0.67
REC-59469782,2022-05-23,88.17,8.28,98.0,1.44
REC-87882357,2021-12-22,91.61,1.57,97.44,3.87
REC-20745888,2020-04-30,92.07,8.88,80.69,0.5
REC-80653292,2024-07-12,96.31,9.21,99.28,3.4
REC-72402697,2022-11-03,77.99,7.29,90.25,2.18
REC-20500470,2020-09-06,87.16,3.28,97.01,3.13
REC-91882291,2023-12-09,70.95,4.81,95.72,1.92
REC-42914388,2020-02-12,86.32,4.39,96.21,1.22
REC-94646134,2021-03-12,84.96,7.81,85.7,1.46
REC-95052118,2021-07-26,86.58,1.54,85.75,1.48
REC-87796412,2024-01-21,76.12,1.76,97.33,1.31
REC-92280717,2020-01-22,92.21,1.41,96.65,3.41
REC-56109986,2023-01-29,75.67,0.55,87.12,2.33
REC-11447323,2020-04-03,84.07,5.73,80.16,0.34
REC-70939515,2023-08-16,83.69,5.61,86.27,2.62
REC-72979305,2022-01-26,93.21,2.71,96.24,1.74
REC-66507825,2022-04-24,79.08,8.97,86.49,2.56
REC-49542951,2022-06-14,88.3,5.01,84.8,0.66
REC-32482565,2020-05-27,87.49,1.85,92.98,2.33
REC-90213415,2024-05-16,74.04,3.73,95.86,1.49
REC-85659375,2023-07-22,99.82,1.61,80.47,1.1
REC-18243352,2019-09-26,70.06,7.61,94.99,2.76
REC-87596783,2022-10-22,99.57,8.08,98.3,0.6
REC-86887967,2021-05-17,76.46,9.99,88.11,3.1
REC-98089763,2022-02-23,80.96,1.08,87.95,2.77
REC-93794410,2024-06-18,76.86,4.67,91.44,4.87
REC-48495745,2022-04-03,74.04,8.79,92.68,0.3
REC-21074327,2021-09-24,70.56,7.92,83.36,4.59
REC-77859961,2023-08-13,79.18,7.36,84.11,1.5
REC-47292234,2022-10-20,75.81,6.27,97.32,2.01
REC-27789051,2023-11-12,98.83,8.14,97.63,3.46
REC-46939015,2021-05-01,79.47,5.23,82.25,2.39
REC-11906295,2024-04-26,82.87,1.42,94.29,4.49
REC-91043555,2021-10-02,75.86,6.41,86.31,2.38
REC-89426041,2020-12-12,88.48,0.16,84.87,3.72
REC-98470372,2019-09-21,77.25,4.02,97.9,3.62
REC-59629263,2023-02-26,87.54,3.94,88.72,4.56
REC-45064728,2019-11-15,78.55,7.31,92.52,2.92
REC-75084661,2021-08-25,78.77,4.42,95.26,2.22
REC-80784933,2024-04-10,70.17,1.75,98.88,2.9
REC-56016278,2022-08-13,96.42,8.78,87.89,4.74
REC-29470999,2019-10-01,84.13,8.75,92.9,3.83
REC-76565050,2022-07-08,84.71,1.78,85.72,4.97
REC-61427803,2019-09-06,74.78,9.82,85.19,3.48
REC-98673262,2022-11-14,97.74,4.0,86.15,4.43
REC-95573823,2022-04-14,72.63,3.77,90.05,2.73
REC-38300713,2020-07-20,97.88,4.9,87.93,2.89
REC-17291483,2021-05-31,98.13,0.78,87.01,2.59
REC-25568500,2024-03-05,84.96,0.93,99.07,4.17
REC-32494944,2021-09-10,72.52,3.72,88.49,4.8
REC-63518621,2023-03-29,86.47,3.07,89.0,1.04
REC-50448811,2023-11-08,97.33,1.52,83.42,2.58
REC-81473736,2020-03-06,78.2,7.88,94.27,3.01
REC-60975999,2020-11-17,97.97,9.37,84.8,0.64
REC-73698335,2022-01-18,77.42,0.86,97.58,1.26
REC-29481680,2020-06-17,97.88,6.33,95.29,3.34
REC-68349054,2020-01-16,78.14,0.4,80.58,4.78
REC-48761035,2021-08-21,73.8,2.43,94.2,4.46
REC-61271721,2024-02-02,94.62,1.8,82.28,4.85
REC-81169409,2023-03-08,85.71,6.7,97.1,3.46
REC-23068017,2022-11-02,99.5,2.47,94.5,0.13
REC-95553621,2023-07-27,85.75,6.63,88.02,0.26
REC-67953319,2020-05-22,81.42,2.14,82.04,3.86
REC-54958564,2024-08-10,92.91,2.86,98.43,4.57
REC-45847919,2020-06-24,80.29,8.15,86.88,3.22
REC-44271680,2023-12-20,72.53,6.3,94.81,2.15
REC-71888947,2020-10-20,82.94,1.97,80.19,1.75
REC-89017236,2023-01-09,77.86,3.61,99.66,0.23
REC-79786819,2020-04-21,95.22,9.43,99.32,2.2
REC-34148004,2024-07-01,96.72,1.24,93.01,1.6
REC-83499313,2020-03-13,88.03,2.18,93.42,1.02
REC-11137651,2023-05-15,72.24,1.9,88.23,1.81
REC-11605433,2020-10-12,83.37,4.39,89.32,1.56
REC-23112905,2021-09-06,72.25,9.22,80.56,2.81
REC-23946199,2022-02-24,78.67,0.77,93.28,2.79
REC-57179735,2021-11-20,77.42,3.23,88.12,2.42
REC-48023482,2022-05-07,90.87,0.82,82.31,3.91
REC-35914696,2023-01-04,99.18,3.54,87.0,1.07
REC-13181023,2022-06-11,87.72,2.51,93.17,4.73
REC-17634560,2022-05-17,99.03,7.69,98.82,3.59
REC-90448089,2023-07-09,73.24,9.33,98.77,2.21
REC-26103055,2021-12-24,77.34,1.04,89.34,3.43
REC-91159552,2021-08-27,80.81,0.1,85.96,4.11
REC-60460287,2020-04-21,98.78,4.14,81.82,3.25
REC-24877375,2021-05-23,76.47,3.95,97.89,2.79
REC-44002147,2020-10-28,98.11,5.65,95.18,2.35
REC-72673716,2024-08-22,99.31,2.9,88.18,0.39
REC-95735668,2020-08-05,77.65,2.39,95.79,0.77
REC-47095573,2020-12-27,83.44,6.2,83.78,4.02
REC-99600963,2020-07-26,86.8,3.85,99.13,0.66
REC-44539133,2021-01-24,98.72,5.71,87.61,3.4
REC-19931717,2023-06-29,71.74,4.54,80.28,1.1
REC-18373492,2023-08-19,71.7,7.25,88.15,4.7
REC-62155724,2022-05-04,80.19,4.51,97.39,1.05
REC-18060935,2023-02-15,85.07,7.58,83.83,2.31
REC-45522715,2020-09-11,98.6,7.45,92.32,2.39
REC-69132953,2024-03-24,82.86,9.25,93.6,2.45
REC-75997780,2022-09-19,93.9,5.64,84.93,3.35
REC-91913332,2021-06-08,96.96,1.35,95.34,1.73
REC-33950102,2023-07-07,94.69,1.71,80.91,0.98
REC-24553291,2022-04-16,80.09,0.44,85.31,2.79
REC-82562419,2023-08-11,93.76,3.58,88.03,1.44
REC-39311339,2021-12-03,73.5,4.52,91.61,4.1
REC-69268093,2020-09-08,93.8,2.99,85.84,0.27
REC-23862962,2020-06-08,80.51,2.66,91.6,4.25
REC-19787090,2021-01-03,72.97,2.25,87.68,4.7
REC-86684568,2022-04-04,95.46,2.83,95.27,4.26
REC-69845276,2020-01-05,99.03,4.44,99.63,4.59
REC-76800348,2021-07-01,87.27,7.61,97.46,1.1
REC-97626101,2022-06-16,82.34,6.49,89.9,0.26
REC-15078212,2020-12-05,76.64,4.92,98.16,3.8
REC-45760499,2020-06-11,71.52,6.96,84.09,4.65
REC-54269149,2021-10-12,91.36,8.32,93.53,3.76
REC-87126909,2022-09-11,80.01,3.39,90.3,3.55
REC-79173535,2023-01-15,70.66,5.16,85.13,1.31
REC-74174787,2024-01-14,89.34,8.87,96.58,0.99
REC-64212251,2020-02-01,74.39,8.73,89.39,4.91
REC-82494849,2022-03-18,87.64,7.59,93.46,2.65
REC-10443906,2021-11-18,76.74,0.84,90.47,0.63
REC-74701849,2021-02-23,98.21,7.87,94.71,4.44
REC-86134185,2019-12-07,94.55,1.51,94.11,3.13
REC-58173202,2023-02-09,98.29,2.94,93.49,1.53
REC-50644896,2023-07-07,88.64,4.77,92.09,0.44
REC-17408103,2024-05-25,85.49,4.96,82.78,4.97
REC-59037166,2024-05-07,77.43,7.62,92.98,3.2
REC-55642455,2021-10-17,97.17,6.91,95.68,3.43
REC-71691749,2020-06-22,91.0,9.95,95.2,0.87
REC-96945247,2023-08-07,74.32,8.01,96.27,0.76
REC-33705307,2020-07-14,99.67,6.52,81.36,2.33
REC-61561575,2020-11-09,80.46,0.51,88.35,3.22
REC-50113698,2020-09-13,98.44,1.86,85.12,4.97
REC-24330160,2019-10-09,91.2,0.31,94.38,1.32
REC-75297400,2020-03-11,93.93,6.18,85.79,1.72
REC-94931806,2021-07-23,97.76,5.93,93.81,4.12
REC-35429494,2020-10-12,97.4,3.34,89.22,4.65
REC-14791343,2021-05-09,80.76,7.01,99.56,4.66
REC-13404379,2023-01-28,86.91,3.21,96.7,0.49
REC-75663681,2022-11-01,95.85,2.05,88.68,4.66
REC-18454727,2020-05-20,92.75,1.26,98.53,0.17
REC-96356711,2024-08-15,81.84,8.68,99.08,2.97
REC-77066471,2024-08-27,90.28,2.61,81.9,1.55
REC-70305001,2021-11-14,83.79,5.54,88.31,1.25
REC-14971784,2020-04-21,86.27,8.98,86.81,4.91
REC-17523501,2019-11-08,81.49,1.99,96.28,2.44
REC-15746469,2020-03-20,99.28,8.63,83.84,0.9
REC-25862805,2021-05-08,89.86,3.17,88.65,2.68
REC-97758252,2023-06-10,88.74,8.47,80.2,1.33
REC-71521428,2020-10-06,90.62,1.81,85.68,3.03
REC-29992217,2020-06-13,74.93,9.63,95.48,1.19
REC-19668169,2022-06-28,96.08,1.33,87.08,0.26
REC-29003951,2020-09-16,86.14,4.62,85.49,0.93
REC-97755782,2020-01-12,73.66,0.79,89.31,4.89
REC-73246028,2023-08-04,73.46,6.85,82.08,4.31
REC-42572300,2020-02-06,96.08,7.65,84.37,0.01
REC-11928065,2021-02-04,88.5,5.2,95.57,2.88
REC-94914383,2024-07-19,74.11,5.56,95.51,0.03
REC-51250118,2023-05-09,95.08,7.79,86.24,2.28
REC-71228059,2023-01-11,75.98,4.79,83.13,1.36
REC-89328380,2023-11-21,97.5,1.43,90.64,0.5
REC-24271532,2019-12-02,86.84,2.45,81.72,3.36
REC-76725470,2022-12-04,99.39,8.28,82.49,2.54
REC-18470495,2023-04-19,86.02,7.02,93.7,2.67
REC-67205134,2021-02-19,74.76,3.37,98.98,4.81
REC-63956682,2022-09-05,80.05,2.68,88.44,1.45
REC-26213828,2021-06-30,95.25,3.64,88.24,1.6
REC-28432040,2021-04-05,80.52,5.59,82.28,4.67
REC-38619492,2022-01-03,71.38,6.94,91.16,3.47
REC-89602555,2022-01-18,86.07,9.89,94.94,0.6
REC-55030548,2023-06-18,77.78,0.81,99.17,1.96
REC-26206185,2020-12-06,89.98,6.71,90.79,4.62
REC-28956482,2019-12-18,95.01,2.53,81.62,2.0
REC-32555403,2021-10-04,77.49,1.54,90.2,3.17
REC-84277128,2022-03-06,72.79,8.66,81.32,4.3
REC-68876111,2023-11-30,79.83,9.86,87.7,1.32
REC-88112812,2023-03-05,84.09,6.06,93.79,4.63
REC-27900736,2024-05-08,72.35,4.98,95.31,0.62
REC-94851724,2023-09-29,77.59,8.41,88.81,3.2
REC-31173338,2020-03-09,91.21,4.14,85.33,3.79
REC-75359668,2020-05-31,90.32,7.78,80.6,0.76
REC-10852226,2022-01-18,92.54,5.74,98.8,3.99
REC-34080385,2022-12-04,73.42,3.59,96.66,0.41
REC-97477181,2020-11-01,95.19,7.03,89.99,1.82
REC-65864403,2023-03-27,76.69,7.53,89.75,3.12
REC-27031212,2021-05-13,71.88,0.9,92.67,3.15
REC-29204927,2024-02-21,78.82,2.88,99.52,3.75
REC-80207530,2021-10-15,70.98,8.91,95.41,2.99
REC-65301908,2024-04-17,84.81,6.98,86.85,4.34
REC-33427561,2019-11-01,94.36,6.75,85.17,4.85
REC-90030269,2022-12-03,81.92,6.73,81.1,2.9
REC-77093782,2022-09-21,75.25,6.09,87.5,1.22
REC-94180238,2023-10-01,84.46,2.26,91.47,1.16
REC-56688115,2024-04-19,88.53,6.96,89.02,1.72
REC-10613380,2023-10-16,77.63,3.5,91.9,4.43
REC-35756766,2022-08-05,83.83,8.54,96.72,1.68
REC-81162107,2024-06-24,75.45,5.03,91.59,2.91
REC-93070162,2023-12-10,99.88,9.56,82.63,1.66
REC-82440371,2022-05-28,75.66,6.48,90.3,4.91
REC-39430744,2022-12-21,91.93,0.65,97.09,0.57
REC-94082607,2021-12-20,84.77,3.6,89.23,2.05
REC-47101348,2021-03-13,72.92,1.41,95.79,1.15
REC-36000523,2019-11-21,99.1,0.15,99.97,3.46
REC-30027622,2022-05-19,82.59,2.75,93.31,4.17
REC-76775311,2021-07-13,72.43,4.24,81.1,3.49
REC-31442569,2019-12-02,88.46,0.62,96.08,0.31
REC-17251463,2022-01-21,74.72,4.54,95.57,3.01
REC-48260712,2020-03-02,87.27,0.46,99.92,2.9
REC-68340640,2023-09-06,76.09,0.61,96.72,0.21
REC-54868265,2024-03-03,94.67,2.84,91.57,4.92
REC-15813974,2022-09-16,72.62,3.37,93.73,2.06
REC-17040602,2024-08-20,90.88,6.16,84.2,1.2
REC-33607235,2021-08-25,86.15,7.24,92.96,4.53
REC-13901068,2021-01-09,97.94,2.15,82.83,4.21
REC-79109207,2020-07-09,75.13,0.85,80.79,0.16
REC-19510600,2021-10-11,80.78,3.58,90.06,0.17
REC-69702849,2021-09-20,82.05,2.41,93.63,0.99
REC-66246123,2021-12-08,76.63,3.33,98.3,2.69
REC-53712695,2024-03-17,93.83,8.5,88.31,1.77
REC-24781783,2020-02-22,75.23,3.73,90.69,4.92
REC-40572391,2021-07-14,84.4,1.42,89.28,0.05
REC-41825487,2024-07-25,79.81,4.17,88.6,3.38
REC-36837617,2022-12-21,83.16,5.18,82.09,0.37
REC-39616854,2022-09-08,97.29,1.21,92.7,1.01
REC-73215242,2021-02-22,79.45,5.0,80.81,2.13
REC-17293304,2021-03-02,91.58,1.93,94.44,1.47
REC-29453688,2021-09-05,78.58,5.7,83.87,1.82
REC-91796786,2022-05-17,84.04,6.51,97.47,1.61
REC-33898911,2022-09-20,90.06,8.5,85.65,1.94
REC-60128319,2019-11-28,90.96,7.87,85.63,1.78
REC-71436848,2022-08-29,84.57,8.33,95.01,4.4
REC-94828438,2024-06-30,74.03,4.56,92.04,4.87
REC-46197787,2024-06-18,82.39,3.06,96.69,2.47
REC-55082572,2020-11-16,99.24,2.39,97.38,1.89
REC-14307663,2024-06-16,99.16,5.27,94.02,3.37
REC-47662052,2021-04-08,74.69,1.78,80.86,0.07
REC-24912833,2023-11-09,70.52,1.42,84.46,2.64
REC-71549421,2024-04-12,91.52,6.13,96.25,0.17
REC-32978251,2022-04-19,94.71,8.7,85.65,3.97
REC-39508245,2021-02-28,92.03,1.57,85.64,4.49
REC-91018650,2023-11-03,78.39,3.45,90.54,3.48
REC-95630804,2019-12-28,99.2,7.09,87.4,2.21
REC-87594146,2020-06-08,78.89,9.34,84.38,0.35
REC-21606388,2020-02-23,76.89,8.81,84.57,3.29
REC-80030620,2021-08-24,99.38,1.39,86.32,2.45
REC-39050434,2021-07-12,80.17,8.29,81.34,0.47
REC-72110987,2019-11-02,72.73,8.42,89.71,3.74
REC-11946674,2024-02-23,92.71,8.52,84.58,0.02
REC-43105363,2023-09-26,95.46,2.57,85.01,0.59
REC-53928918,2019-09-04,74.25,2.77,85.14,2.71
REC-87774748,2022-06-28,90.98,3.67,92.65,3.82
REC-89426243,2021-05-19,89.18,9.88,86.01,1.0
REC-87000815,2020-10-11,83.59,4.39,87.75,1.69
REC-66072388,2022-07-26,88.34,9.87,91.65,3.99
REC-15376584,2021-03-06,80.55,6.65,95.54,2.24
REC-77674770,2022-06-03,99.69,5.93,88.49,2.27
REC-67136170,2020-03-05,79.45,5.27,98.61,4.17
REC-62924755,2019-11-09,75.99,9.26,94.29,4.49
REC-23153230,2020-12-03,71.99,7.16,99.75,3.7
REC-76476033,2024-08-28,80.4,0.49,89.66,1.72
REC-21152355,2020-11-15,78.37,4.91,95.22,4.65
REC-64575354,2020-08-11,79.74,6.7,96.92,4.35
REC-27812303,2024-02-23,84.88,7.86,95.31,2.9
REC-49700319,2022-10-09,92.52,2.75,92.83,2.49
REC-96924795,2020-04-14,89.45,2.6,81.53,0.35
REC-12138110,2022-11-05,73.54,3.61,80.72,4.25
REC-99796439,2023-01-13,95.29,1.81,80.77,0.5
REC-31716808,2024-08-26,81.44,8.88,80.31,4.74
REC-86555214,2020-07-11,71.82,1.14,95.54,0.24
REC-71047698,2022-07-13,85.1,9.96,93.07,3.52
REC-28605786,2022-03-27,72.09,3.17,90.9,3.26
REC-34822996,2022-05-31,97.74,1.61,80.09,1.33
REC-94129142,2020-10-29,99.6,2.16,83.67,2.94
REC-95013818,2021-01-03,78.83,8.03,90.78,2.25
REC-94195455,2023-05-21,90.14,0.0,95.33,4.5
REC-61657620,2023-10-24,92.3,1.69,99.14,1.7
REC-81258920,2022-05-14,93.04,0.98,89.78,3.75
REC-49807633,2021-02-24,96.6,6.9,90.24,1.6
REC-46210517,2024-06-13,81.29,9.18,89.46,4.24
REC-87205978,2022-09-14,98.35,4.65,81.04,3.5
REC-20866138,2021-07-26,95.79,0.63,97.33,0.25
REC-17356698,2021-02-27,81.15,4.99,96.06,1.87
REC-58853980,2022-11-20,93.28,8.91,91.26,4.79
REC-24893677,2022-04-12,93.88,8.72,88.15,3.33
REC-59068774,2022-03-05,79.14,5.97,88.69,2.22
REC-93098685,2020-10-01,94.67,5.72,86.13,4.81
REC-59066128,2021-03-07,84.95,2.9,91.28,4.89
REC-33523992,2019-09-07,94.22,6.1,81.64,4.45
REC-85263692,2024-07-16,92.49,8.28,89.13,2.3
REC-28576512,2022-12-31,73.14,7.1,94.09,0.57
REC-42028739,2024-06-30,72.02,0.85,97.05,4.63
REC-25241453,2019-12-11,93.62,8.75,99.26,3.93
REC-87862305,2021-03-20,82.32,7.75,88.44,0.34
REC-40257672,2022-05-17,81.24,7.0,92.97,0.86
REC-57340158,2021-07-19,86.74,4.06,85.89,2.17
REC-77587480,2024-06-24,73.42,4.51,80.83,4.48
REC-47197817,2020-07-21,74.42,4.5,85.65,4.64
REC-18505267,2023-11-21,82.59,4.18,98.64,0.05
REC-56335527,2020-11-11,82.64,4.89,85.73,2.46
REC-75260270,2022-06-26,79.0,7.23,98.74,3.55
REC-80690141,2020-04-30,85.54,9.88,82.67,3.38
REC-73104323,2021-09-10,70.38,4.28,86.8,3.48
REC-81518649,2022-08-14,77.43,1.37,90.56,1.04
REC-70663511,2022-05-21,85.94,6.94,89.3,0.35
REC-18808386,2021-02-04,88.23,9.82,83.35,4.17
REC-71454824,2020-06-03,79.09,5.1,85.54,1.36
REC-20760289,2022-07-11,89.01,0.46,82.04,1.46
REC-33999716,2023-06-20,97.24,4.98,95.87,1.65
REC-20327693,2019-10-07,91.22,3.46,84.64,0.89
REC-32114547,2021-12-03,72.65,7.32,82.95,4.69
REC-25035684,2021-06-14,77.56,0.46,89.21,2.61
REC-76616115,2021-10-16,77.58,7.86,91.35,1.58
REC-37414797,2020-03-30,80.36,5.69,96.21,0.93
REC-94191586,2022-08-25,89.39,5.55,95.35,0.55
REC-49348536,2021-11-07,75.13,3.08,90.25,3.95
REC-82670169,2020-08-02,99.9,0.66,90.74,3.49
REC-73606441,2019-09-05,70.61,9.92,92.0,4.85
REC-66388890,2020-01-29,78.01,3.13,93.36,2.97
REC-96528081,2022-12-14,88.11,4.27,81.93,4.03
REC-49126722,2023-05-25,98.42,3.39,80.99,3.04
REC-18448940,2023-03-28,77.18,5.16,94.27,3.97
REC-41182544,2021-01-30,83.22,4.97,82.17,0.07
REC-96526415,2023-03-11,82.99,2.76,93.33,2.36
REC-65256328,2023-11-11,84.66,6.12,87.4,0.41
REC-98014684,2022-11-21,84.05,1.24,80.35,4.6
REC-75249732,2022-08-28,75.81,9.15,96.78,3.3
REC-83614224,2024-04-24,77.77,9.4,88.14,2.65
REC-71472671,2022-11-11,89.85,3.8,85.89,2.43
REC-86135229,2020-07-13,90.79,0.07,82.22,4.81
