record_id,date,inventory_level,order_fulfillment_rate,supplier_performance
REC-24161873,2020-12-13,3749,95.6,68.3
REC-71568435,2022-08-08,5013,92.3,79.95
REC-23972387,2019-11-17,1951,93.98,97.11
REC-34212413,2023-10-10,207,99.31,80.79
REC-77738718,2020-07-22,5160,94.45,66.69
REC-98252435,2022-03-07,9268,97.31,78.67
REC-81658908,2023-03-17,4806,90.0,70.46
REC-57288136,2020-05-25,7828,92.92,91.52
REC-83830667,2020-08-27,9105,86.67,75.45
REC-59891348,2020-11-15,9332,95.1,80.21
REC-94992144,2022-08-19,5489,91.95,88.61
REC-53412847,2022-04-28,4745,88.99,73.92
REC-85584002,2022-08-02,3792,87.11,62.27
REC-38712948,2023-07-17,2925,92.04,80.03
REC-83851788,2021-06-05,9597,90.34,68.01
REC-58319528,2024-02-07,4313,89.62,97.22
REC-70062404,2023-10-11,2581,92.24,85.77
REC-10026256,2022-08-19,9274,91.03,95.77
REC-48182550,2023-09-20,4841,99.89,71.65
REC-79472352,2020-07-01,4578,87.89,72.46
REC-50512501,2023-05-25,4427,93.12,64.9
REC-50310141,2023-07-08,7616,86.25,67.14
REC-38833029,2022-05-19,1951,97.6,72.74
REC-12912708,2020-03-28,8093,88.05,75.21
REC-84311410,2022-03-22,8951,90.73,73.59
REC-84668420,2020-01-18,8835,86.69,88.81
REC-22655004,2020-08-24,4525,89.31,60.53
REC-71789789,2019-11-11,9762,90.4,88.71
REC-30952341,2022-08-02,7770,87.45,84.27
REC-45566111,2020-08-06,6033,89.37,72.93
REC-88135616,2021-01-24,2648,92.25,69.43
REC-41271945,2021-09-28,4233,93.4,62.81
REC-50305910,2024-01-22,8283,99.74,74.44
REC-86569490,2021-02-25,844,85.49,90.05
REC-86378602,2024-05-12,4385,88.52,61.03
REC-20361818,2021-01-11,2966,96.71,63.61
REC-74764506,2022-06-26,3178,95.7,75.94
REC-75535348,2024-06-06,7291,87.25,87.14
REC-89890579,2023-04-18,8314,91.11,67.34
REC-15015930,2023-08-07,1866,87.1,60.21
REC-20533057,2021-08-22,9913,90.37,88.93
REC-54881018,2023-02-11,4742,93.17,75.44
REC-68291349,2021-03-28,7671,86.72,62.34
REC-26178675,2021-04-03,5790,99.61,93.31
REC-97614538,2023-05-06,8376,97.72,88.03
REC-95078886,2023-01-13,5927,89.15,68.23
REC-17264930,2019-12-01,338,94.94,84.62
REC-80381542,2021-05-07,8207,94.99,91.9
REC-52857940,2023-06-29,6194,94.68,67.13
REC-85821325,2023-04-28,278,97.13,60.49
REC-53866598,2022-12-23,3651,92.04,62.23
REC-39634895,2019-09-15,3535,88.7,68.36
REC-16780654,2021-06-30,5814,89.99,89.99
REC-69809598,2021-06-02,7324,98.71,88.57
REC-22090729,2022-01-13,6011,92.74,85.34
REC-67973424,2020-03-14,6662,93.45,77.36
REC-62925057,2024-07-30,5333,88.6,95.82
REC-27742113,2020-07-14,7150,90.4,86.85
REC-21079017,2024-03-27,2062,88.45,80.35
REC-86697457,2021-04-04,1372,85.25,97.54
REC-83571770,2022-10-12,4438,88.5,70.61
REC-45239935,2022-06-10,9501,96.01,72.08
REC-63489393,2021-05-06,6097,99.01,98.23
REC-68316409,2023-07-24,4919,99.01,75.55
REC-28102047,2020-08-21,2024,95.62,64.73
REC-85067462,2021-11-25,3560,95.51,70.53
REC-75479608,2023-10-31,1059,87.72,79.63
REC-97543303,2024-02-27,1529,91.46,64.02
REC-85318641,2022-05-02,1120,86.11,83.84
REC-43050557,2022-12-22,2817,93.93,81.22
REC-19615892,2023-01-03,5329,97.84,96.2
REC-67722445,2024-08-29,7251,92.82,64.28
REC-87311859,2020-08-21,9838,88.01,76.23
REC-25103503,2022-08-17,2755,86.44,70.81
REC-66846657,2022-08-30,1381,91.47,80.62
REC-56749089,2023-07-25,7853,96.8,79.62
REC-53048774,2021-02-19,7286,93.46,93.93
REC-89708841,2022-03-14,4016,87.25,92.2
REC-50912093,2020-05-22,7908,94.15,83.19
REC-56938140,2020-10-22,3860,97.32,97.51
REC-93642093,2022-05-02,5247,92.72,87.21
REC-69118000,2020-09-02,6457,89.37,71.93
REC-41338443,2021-09-12,1041,96.61,66.05
REC-60173377,2022-04-07,3148,96.19,68.97
REC-21517819,2020-08-30,2218,92.96,66.64
REC-17319968,2021-03-23,3818,98.34,79.86
REC-93349536,2022-11-04,8475,90.61,78.97
REC-48612439,2020-11-14,5099,92.56,96.9
REC-56073103,2024-01-06,2935,99.93,90.92
REC-50952251,2022-12-21,7447,90.99,64.96
REC-73242092,2023-03-24,9787,94.53,64.32
REC-54543739,2020-11-03,1516,85.99,78.94
REC-82209870,2024-07-22,9829,98.73,85.38
REC-37353754,2022-12-07,7453,88.29,90.91
REC-80231557,2023-04-08,8921,98.2,97.41
REC-83658696,2021-04-01,3101,99.37,89.61
REC-93623280,2023-10-23,2362,85.97,73.69
REC-99692417,2024-03-28,8749,98.19,92.58
REC-60547291,2021-02-21,5706,89.59,67.96
REC-15836056,2024-05-22,7253,87.07,97.51
REC-32859916,2021-02-01,2328,87.94,92.4
REC-48119652,2023-11-01,3927,99.17,83.57
REC-92941828,2022-02-15,6170,99.31,80.49
REC-17124981,2020-11-10,4405,85.71,74.96
REC-97880113,2021-04-05,8231,96.8,83.48
REC-18938604,2022-05-06,5263,95.21,75.56
REC-98633740,2023-07-04,1173,93.62,63.66
REC-98983888,2020-02-15,8605,98.31,81.33
REC-24480943,2022-09-21,2192,88.29,87.16
REC-49258091,2019-10-01,6338,97.11,69.47
REC-41026926,2023-10-16,7964,98.98,75.44
REC-78255127,2020-10-30,4037,98.29,87.99
REC-52339783,2021-04-30,4681,91.67,77.47
REC-90142265,2022-12-07,4768,86.04,81.03
REC-21813934,2024-06-11,2652,90.68,95.13
REC-36692577,2023-12-20,460,89.05,86.44
REC-71469875,2023-11-17,9534,90.05,98.8
REC-15335477,2023-02-24,4059,87.56,75.42
REC-81056927,2023-11-07,6558,92.22,82.91
REC-54770958,2023-03-16,3574,85.59,87.4
REC-62801229,2023-06-11,6268,95.35,95.0
REC-12465878,2023-10-29,4895,92.1,98.49
REC-57232974,2021-02-02,440,89.73,72.93
REC-93917080,2020-05-15,3619,96.55,66.97
REC-41702866,2024-06-23,3702,89.57,78.97
REC-47027755,2019-12-06,2988,97.97,62.1
REC-93992429,2021-07-18,2375,91.42,82.1
REC-61965156,2022-02-25,2916,91.65,63.25
REC-84482698,2019-12-12,6181,87.99,76.41
REC-40277197,2022-01-02,262,97.15,62.41
REC-55873760,2021-07-31,1174,87.94,60.52
REC-98171888,2024-03-29,6781,85.67,73.11
REC-21783647,2022-02-14,6078,91.9,95.31
REC-79889565,2021-02-05,4155,93.34,72.29
REC-66013532,2023-07-23,3558,98.73,74.7
REC-86893142,2024-06-24,8677,99.15,71.2
REC-67239162,2023-11-18,510,94.58,94.93
REC-91251236,2024-05-05,1862,86.62,81.75
REC-70286467,2024-01-06,6886,90.79,63.02
REC-27686156,2020-08-18,5904,85.67,83.55
REC-97573396,2024-07-16,2233,87.81,68.52
REC-87984620,2020-08-21,8984,86.16,93.98
REC-37153619,2021-12-12,6290,86.85,64.27
REC-51473062,2024-04-15,8207,87.24,80.49
REC-28153282,2022-10-15,3080,86.26,72.89
REC-29482024,2024-04-12,8834,92.3,63.74
REC-52613620,2020-01-09,9040,86.74,96.19
REC-84804948,2023-06-04,431,87.92,71.69
REC-25889673,2024-04-25,1544,90.18,90.6
REC-52627226,2021-07-11,6835,92.44,95.81
REC-13957187,2023-04-14,5050,99.33,94.93
REC-65571528,2020-07-16,7495,85.89,99.46
REC-50714693,2021-10-10,832,95.08,93.67
REC-95476210,2022-03-14,5801,88.78,85.37
REC-30395330,2019-12-11,5347,91.85,82.28
REC-24330619,2023-06-30,5967,93.41,74.35
REC-34796255,2021-11-26,7506,86.77,82.78
REC-92138779,2022-08-19,1638,99.82,89.68
REC-91282861,2020-05-29,7386,98.86,91.67
REC-90042177,2023-05-28,3312,98.95,60.41
REC-40992534,2020-08-31,6460,96.29,92.9
REC-58219240,2021-09-07,1662,96.1,79.89
REC-73968467,2021-06-15,5059,86.68,96.66
REC-77420864,2024-09-01,2834,85.21,64.0
REC-97183615,2022-08-26,7477,94.32,83.66
REC-34692904,2023-04-24,9163,98.03,93.6
REC-75960711,2021-01-29,8435,89.92,79.85
REC-28456645,2020-11-07,3251,87.54,82.25
REC-35938895,2021-06-04,9885,97.01,62.64
REC-14325777,2021-06-05,6968,92.07,65.01
REC-12015179,2020-03-04,9637,98.18,72.21
REC-65437830,2024-07-08,7693,96.76,89.39
REC-37223861,2022-08-26,3961,98.35,76.87
REC-18876667,2024-03-12,5018,95.5,81.11
REC-68959861,2022-01-22,8876,97.98,85.2
REC-53606752,2024-04-01,821,89.56,88.79
REC-43122766,2021-02-06,9523,86.59,80.97
REC-64340297,2022-06-03,3517,90.87,88.17
REC-91594977,2022-02-27,9651,87.63,97.16
REC-51996390,2022-02-16,8559,85.19,62.88
REC-92074794,2024-07-16,5001,86.61,62.28
REC-80495248,2021-12-10,7153,94.25,94.89
REC-79880338,2024-01-17,4004,97.62,71.09
REC-70614013,2020-06-23,350,93.19,64.4
REC-15692967,2020-10-27,362,89.46,67.91
REC-79619091,2023-03-03,2491,93.31,99.19
REC-63098035,2020-03-04,897,95.41,74.66
REC-84853354,2022-01-10,1790,98.47,63.66
REC-79273350,2020-09-30,3089,93.24,65.02
REC-35481281,2020-10-18,2770,96.41,95.79
REC-68995922,2021-10-16,9068,95.68,94.03
REC-50876565,2020-11-29,6088,91.7,94.62
REC-71920968,2022-05-29,370,85.59,80.76
REC-66701914,2021-10-10,2186,89.93,84.4
REC-92293489,2023-01-04,3565,94.91,69.38
REC-79386491,2023-10-31,9124,96.13,72.08
REC-72220513,2020-11-16,3343,97.07,79.95
REC-22138759,2024-07-30,1833,90.13,85.73
REC-25189633,2021-12-14,7280,95.28,70.51
REC-88577462,2023-03-11,181,90.47,83.59
REC-28160554,2022-11-10,2481,91.86,91.52
REC-65506990,2023-07-07,4683,97.19,75.9
REC-70516875,2020-04-23,2546,85.32,72.17
REC-34008676,2020-06-17,9119,90.5,73.69
REC-89230801,2023-02-04,1193,95.48,72.33
REC-71026547,2024-01-20,5612,94.81,65.24
REC-43565477,2022-01-13,9190,96.85,60.84
REC-97050454,2022-10-22,7088,99.64,78.96
REC-26581824,2023-07-15,3417,96.41,60.96
REC-25322958,2023-10-27,517,89.68,60.02
REC-95103759,2022-06-14,4936,96.04,74.3
REC-21449650,2024-08-14,7188,90.45,61.55
REC-61551334,2019-09-09,3287,91.48,97.9
REC-92150984,2020-06-17,6682,89.61,81.79
REC-60825385,2023-07-27,2495,86.44,63.88
REC-15892974,2022-09-18,8416,94.73,95.51
REC-54988861,2020-03-16,8138,94.97,78.1
REC-31759927,2024-03-19,7658,86.69,97.26
REC-34007090,2023-01-19,5143,93.54,91.19
REC-66315301,2021-07-09,662,95.64,74.79
REC-51542843,2023-04-28,7987,90.61,73.53
REC-48759467,2021-06-21,1665,87.16,97.31
REC-25777827,2023-11-17,7088,86.09,88.59
REC-37226295,2021-12-14,1811,90.41,90.0
REC-93558632,2022-06-01,6747,85.93,90.39
REC-11638498,2022-01-30,3947,88.08,63.29
REC-76790446,2022-07-17,9110,92.54,96.78
REC-82947490,2024-04-28,8110,95.1,84.24
REC-91602221,2024-08-01,688,94.08,85.81
REC-41927492,2020-10-11,8353,93.5,97.87
REC-89035763,2024-06-25,4053,91.29,91.55
REC-70899748,2023-10-18,7420,85.77,63.54
REC-69307507,2022-08-04,6183,98.48,87.53
REC-90693921,2020-01-30,8354,94.59,79.67
REC-42844845,2020-01-22,5630,93.26,88.27
REC-47327686,2020-07-07,334,98.88,91.85
REC-16565770,2023-07-30,1698,87.68,88.42
REC-29898606,2019-10-22,4045,88.65,73.76
REC-97681338,2020-09-21,7372,85.0,87.96
REC-14928616,2021-01-04,8422,91.71,99.96
REC-14352961,2023-06-04,2642,96.13,87.46
REC-54440977,2023-07-21,7218,96.43,78.11
REC-16580878,2019-09-04,1237,94.21,68.1
REC-65963010,2023-04-23,1284,94.7,61.15
REC-31654047,2021-05-22,811,86.25,79.77
REC-92019078,2020-10-15,3314,96.51,80.95
REC-71114408,2022-03-27,5249,97.32,97.97
REC-14810369,2021-01-07,3431,91.62,65.63
REC-50170625,2021-12-31,9638,87.19,95.39
REC-59468550,2020-06-17,7195,89.2,91.77
REC-19082067,2022-09-25,2809,85.34,67.22
REC-83882978,2021-10-18,4886,89.96,84.42
REC-49303341,2020-05-15,8523,91.64,83.73
REC-28058430,2022-10-31,369,85.7,96.3
REC-46831833,2021-01-28,9064,88.56,75.69
REC-80739820,2020-02-09,4404,88.54,96.47
REC-80416822,2023-01-15,5218,94.45,62.81
REC-38058347,2022-04-08,7517,89.17,66.8
REC-24670297,2021-08-29,4952,95.15,95.22
REC-21766833,2023-04-27,8371,94.41,79.26
REC-91171931,2020-06-11,3306,86.91,63.85
REC-67318164,2020-06-23,4990,93.53,62.41
REC-44850980,2019-09-05,3823,94.78,87.7
REC-87194344,2021-06-26,5296,99.5,87.93
REC-27409802,2023-09-22,5522,89.58,76.2
REC-79753731,2020-05-01,8438,93.16,78.82
REC-76102828,2020-10-18,9277,90.39,72.36
REC-91793056,2021-08-04,6991,96.22,68.15
REC-48988647,2024-02-01,1320,98.82,85.13
REC-10212187,2023-06-15,9008,86.83,71.85
REC-13219453,2019-09-30,3484,95.88,99.9
REC-93947919,2019-09-27,8494,89.65,94.22
REC-37827473,2022-08-04,7078,91.63,65.21
REC-65571661,2020-09-10,7576,93.21,96.2
REC-54800838,2023-04-06,7810,89.86,97.37
REC-85217695,2020-10-16,6797,94.03,85.38
REC-11516293,2023-09-25,8339,97.84,62.55
REC-47799296,2020-04-09,3599,88.08,77.94
REC-19104802,2021-08-13,646,99.89,91.13
REC-50303435,2022-12-05,8530,88.17,84.87
REC-83818891,2020-06-05,1096,93.21,84.36
REC-10822924,2020-07-16,1168,86.34,92.66
REC-54732472,2020-07-18,3561,94.38,67.22
REC-63156840,2022-05-02,2861,85.16,99.59
REC-33572537,2022-10-17,1678,91.19,65.98
REC-54360949,2022-03-19,9825,89.19,93.98
REC-74304823,2020-11-01,1386,91.47,61.44
REC-14772547,2022-12-04,3215,90.34,65.63
REC-74625235,2020-10-19,1555,89.39,97.08
REC-94181424,2020-11-18,2745,88.67,78.49
REC-82070563,2020-04-01,8823,89.79,73.19
REC-72071682,2024-03-07,6474,95.17,82.65
REC-17519183,2024-06-17,1764,93.45,62.8
REC-50177237,2019-09-28,2278,94.84,97.06
REC-84514623,2021-01-23,1976,87.39,84.57
REC-12512345,2023-05-31,8637,94.48,87.76
REC-87496999,2022-08-28,5441,99.67,83.43
REC-57458790,2021-06-24,4336,98.35,83.29
REC-30039365,2020-12-15,4420,86.99,65.27
REC-14183991,2023-03-04,7130,94.76,89.8
REC-60363964,2023-06-07,8970,89.72,63.11
REC-32276047,2021-07-07,1971,93.76,90.63
REC-35149571,2020-05-28,7677,92.71,64.12
REC-51376831,2020-07-10,9018,87.51,66.67
REC-14245067,2020-11-10,3464,92.64,63.68
REC-65548633,2020-09-18,7341,91.47,89.9
REC-76713516,2022-12-08,5721,93.41,69.51
REC-59873103,2022-08-29,5724,87.9,84.32
REC-50618137,2023-04-28,3643,98.16,85.42
REC-80477785,2022-05-06,9271,85.85,99.03
REC-33489813,2020-11-09,1078,95.26,94.04
REC-60226379,2021-10-10,4490,95.3,99.86
REC-37125189,2022-01-09,1865,94.68,65.32
REC-69562350,2020-05-20,9774,98.21,82.76
REC-13346688,2021-10-12,6005,94.41,92.32
REC-77116153,2024-05-17,6787,92.56,67.11
REC-35529779,2022-02-03,2720,90.07,69.01
REC-74890505,2019-11-24,836,98.22,76.35
REC-51655640,2022-03-27,8789,96.51,76.56
REC-29232735,2021-06-01,7189,85.15,94.83
REC-79276026,2024-01-27,4507,88.25,99.58
REC-37539747,2024-01-02,8161,87.25,91.52
REC-71655384,2021-04-10,6289,86.27,81.54
REC-80107942,2023-01-01,8426,96.09,62.39
REC-10551617,2022-03-08,5120,88.08,73.96
REC-15909601,2020-02-18,6130,88.15,91.78
REC-54733393,2021-09-14,5076,92.89,91.86
REC-16192775,2023-11-17,2900,87.13,77.41
REC-79870757,2022-12-13,507,85.44,94.72
REC-13017249,2020-08-17,8623,96.47,72.53
REC-95745109,2021-09-20,2227,97.96,78.1
REC-53067834,2023-12-02,8953,98.8,93.41
REC-35843038,2020-04-09,3175,98.63,71.46
REC-47131272,2024-02-29,4036,94.34,74.17
REC-52835559,2019-10-09,3243,92.82,93.09
REC-25790828,2022-09-27,6419,88.45,94.77
REC-30041488,2022-05-12,7058,97.06,62.64
REC-46726921,2020-10-16,5981,90.69,61.15
REC-12047721,2022-12-16,3850,89.52,94.25
REC-23740579,2024-07-02,5376,91.65,69.93
REC-82816971,2023-04-01,211,99.8,66.44
REC-83734610,2022-10-11,5807,96.93,68.38
REC-46379997,2024-04-25,4006,95.28,63.08
REC-48019546,2021-02-19,754,98.36,76.16
REC-32988138,2023-09-04,3301,96.36,98.89
REC-51792388,2020-04-15,9268,93.87,79.67
REC-82555030,2019-10-23,2104,96.48,80.09
REC-16808353,2024-08-30,7272,86.94,87.04
REC-13891332,2020-03-29,2720,100.0,92.03
REC-16772091,2019-10-14,8912,91.28,93.36
REC-61485872,2021-11-24,9260,99.49,96.22
REC-21558774,2021-07-03,5996,88.29,63.91
REC-62602177,2020-01-03,2583,87.27,86.47
REC-90010054,2020-03-07,7528,92.43,60.48
REC-92720444,2023-01-20,588,85.03,74.05
REC-51935074,2023-12-23,6542,99.55,89.23
REC-36594858,2022-02-08,5925,92.33,92.87
REC-20542212,2023-12-06,293,97.44,96.32
REC-86207390,2023-03-15,715,86.67,83.8
REC-22470997,2023-04-10,182,86.99,88.34
REC-23054418,2023-02-02,6773,93.78,90.87
REC-51660066,2020-05-15,7338,86.74,75.72
REC-73155598,2024-03-26,4852,94.46,69.77
REC-40037183,2024-03-29,740,99.33,71.09
REC-92804565,2020-12-19,4987,85.51,71.67
REC-58781345,2022-01-11,189,99.86,76.93
REC-34609232,2020-05-18,552,95.64,79.71
REC-53588695,2022-04-21,3617,95.37,75.68
REC-75432046,2020-05-04,8070,99.9,66.54
REC-18773168,2024-01-07,2999,96.99,66.9
REC-25151444,2021-05-25,5077,96.94,77.0
REC-74243595,2020-12-27,7034,99.54,93.89
REC-32924595,2024-03-25,4322,99.42,61.0
REC-56790372,2022-06-13,8985,87.38,91.03
REC-78175850,2022-12-28,4054,87.77,68.65
REC-64450250,2024-08-27,2651,98.93,75.78
REC-53737494,2020-03-25,6112,85.14,64.16
REC-50549608,2022-04-22,2190,94.6,68.67
REC-71870997,2023-05-23,4811,93.54,90.08
REC-89260394,2021-09-12,6577,94.82,72.93
REC-42021033,2020-02-28,7518,89.22,70.21
REC-83544472,2021-09-30,1860,89.08,94.42
REC-74743230,2020-05-26,3712,87.33,90.87
REC-18866414,2023-05-13,572,86.66,63.37
REC-37949250,2020-08-27,1749,86.54,94.25
REC-68432185,2023-07-11,9658,85.35,85.01
REC-83085160,2020-02-19,9971,85.94,61.11
REC-33231136,2022-04-19,7019,99.24,91.42
REC-87066247,2021-02-28,5629,86.12,79.68
REC-25344154,2020-09-07,3279,90.84,88.36
REC-53671508,2019-10-11,7795,97.37,90.48
REC-69755911,2020-11-01,8665,92.84,94.34
REC-51343854,2019-10-07,6667,89.78,63.59
REC-19342578,2021-01-23,1263,86.65,65.05
REC-90048179,2023-11-22,5450,93.55,64.65
REC-53943990,2022-08-14,2809,94.74,66.31
REC-96568973,2024-02-12,6244,91.05,91.86
REC-22151134,2024-01-25,4539,93.53,70.79
REC-28645088,2021-11-15,3066,90.12,85.4
REC-29693143,2021-02-01,5694,93.44,66.89
REC-70797197,2022-10-31,1026,87.42,95.67
REC-49124904,2020-09-30,340,89.28,65.51
REC-92620697,2021-12-15,3531,92.08,81.53
REC-36261929,2020-09-02,2195,93.86,67.4
REC-52493026,2019-12-02,1742,87.17,63.01
REC-86541203,2022-07-08,3599,86.53,89.79
REC-68348074,2023-04-27,4353,99.98,73.89
REC-21983952,2021-12-25,7464,93.51,63.16
REC-92072899,2024-02-15,6195,94.98,60.92
REC-64250458,2020-03-18,9192,91.0,90.04
REC-49484797,2021-11-26,5423,91.85,98.45
REC-59556257,2024-07-28,5434,89.98,92.88
REC-17130627,2020-04-28,9398,90.25,83.29
REC-85165988,2023-11-21,6217,95.42,67.77
REC-24723458,2023-07-17,9181,98.93,77.81
REC-14185545,2024-01-05,3718,89.96,76.33
REC-67943873,2022-09-24,1729,90.21,62.49
REC-93914843,2020-02-21,6265,87.7,63.68
REC-61377152,2023-12-02,8626,91.65,80.34
REC-61212793,2024-06-28,6432,91.88,65.84
REC-83164605,2021-02-01,1444,97.65,93.54
REC-98917575,2022-10-18,9942,86.36,83.7
REC-73736162,2021-01-02,8885,89.29,84.03
REC-35263378,2021-11-02,4823,97.35,73.23
REC-58357021,2020-07-17,7321,90.25,70.17
REC-30705405,2024-07-20,3813,86.95,78.81
REC-99934747,2020-08-25,8248,96.22,92.16
REC-28022414,2021-08-11,4345,92.53,74.79
REC-19629584,2023-12-30,4359,97.31,75.03
REC-29326800,2019-09-09,1274,96.81,85.07
REC-98305426,2020-01-16,3703,95.03,73.03
REC-28223512,2019-10-10,7435,96.61,91.36
REC-28417392,2021-09-30,1583,88.79,92.69
REC-71207129,2020-01-22,3528,90.79,79.02
REC-93650995,2023-09-06,843,98.5,99.2
REC-70987778,2022-10-06,4144,90.49,79.67
REC-66925051,2022-12-04,8796,98.94,92.12
REC-61635535,2020-12-11,2568,92.22,68.13
REC-40298433,2021-03-11,4134,90.59,86.71
REC-67011913,2019-12-20,4485,89.79,82.39
REC-87569592,2024-05-15,6924,88.42,87.04
REC-41776042,2023-03-27,8725,90.3,71.47
REC-46138183,2021-07-30,3822,89.81,97.15
REC-83305194,2022-05-28,104,96.5,67.48
REC-14491176,2021-10-12,6556,93.57,93.01
REC-86255745,2023-03-18,4417,91.8,66.82
REC-59469782,2022-05-23,7603,87.12,64.32
REC-87882357,2021-12-22,1803,96.81,82.1
REC-20745888,2020-04-30,1594,96.8,96.36
REC-80653292,2024-07-12,3968,87.21,65.52
REC-72402697,2022-11-03,9550,91.84,61.18
REC-20500470,2020-09-06,4716,87.06,92.91
REC-91882291,2023-12-09,4718,94.6,62.75
REC-42914388,2020-02-12,7484,90.63,94.93
REC-94646134,2021-03-12,8018,99.34,77.76
REC-95052118,2021-07-26,5225,88.94,84.54
REC-87796412,2024-01-21,963,87.73,77.45
REC-92280717,2020-01-22,4977,95.71,66.61
REC-56109986,2023-01-29,4662,92.05,82.29
REC-11447323,2020-04-03,6335,96.6,83.26
REC-70939515,2023-08-16,6181,86.55,94.02
REC-72979305,2022-01-26,2012,88.26,97.07
REC-66507825,2022-04-24,4019,91.8,72.16
REC-49542951,2022-06-14,7819,85.29,69.46
REC-32482565,2020-05-27,528,91.92,96.99
REC-90213415,2024-05-16,6520,96.47,71.0
REC-85659375,2023-07-22,9356,90.12,95.22
REC-18243352,2019-09-26,8591,86.7,78.44
REC-87596783,2022-10-22,8956,85.42,96.06
REC-86887967,2021-05-17,3148,91.88,60.19
REC-98089763,2022-02-23,270,89.68,71.06
REC-93794410,2024-06-18,2767,86.4,60.73
REC-48495745,2022-04-03,5232,94.24,69.24
REC-21074327,2021-09-24,180,94.86,60.89
REC-77859961,2023-08-13,3063,86.22,62.31
REC-47292234,2022-10-20,7481,91.11,97.96
REC-27789051,2023-11-12,592,88.97,97.89
REC-46939015,2021-05-01,681,95.57,66.33
REC-11906295,2024-04-26,9580,96.81,88.02
REC-91043555,2021-10-02,5166,97.22,65.23
REC-89426041,2020-12-12,1910,85.89,74.49
REC-98470372,2019-09-21,4209,92.72,92.7
REC-59629263,2023-02-26,9499,97.74,65.06
REC-45064728,2019-11-15,7227,91.91,70.98
REC-75084661,2021-08-25,6263,87.04,88.3
REC-80784933,2024-04-10,4916,96.58,63.5
REC-56016278,2022-08-13,691,91.25,90.35
REC-29470999,2019-10-01,3064,91.18,91.31
REC-76565050,2022-07-08,3524,87.55,92.78
REC-61427803,2019-09-06,1084,86.39,83.67
REC-98673262,2022-11-14,1195,94.51,76.31
REC-95573823,2022-04-14,1577,95.41,93.91
REC-38300713,2020-07-20,5385,90.14,64.92
REC-17291483,2021-05-31,6254,86.26,78.73
REC-25568500,2024-03-05,3370,87.32,84.8
REC-32494944,2021-09-10,9697,97.56,79.38
REC-63518621,2023-03-29,8160,97.73,76.48
REC-50448811,2023-11-08,9232,95.72,76.46
REC-81473736,2020-03-06,3480,93.68,91.39
REC-60975999,2020-11-17,5663,97.08,94.05
REC-73698335,2022-01-18,2671,93.56,67.14
REC-29481680,2020-06-17,5046,85.95,94.94
REC-68349054,2020-01-16,9630,89.42,79.19
REC-48761035,2021-08-21,4454,94.96,63.94
REC-61271721,2024-02-02,3253,85.28,82.4
REC-81169409,2023-03-08,3511,94.66,68.12
REC-23068017,2022-11-02,7848,89.0,61.92
REC-95553621,2023-07-27,5406,96.68,76.14
REC-67953319,2020-05-22,1266,85.47,96.42
REC-54958564,2024-08-10,9951,87.49,75.39
REC-45847919,2020-06-24,8211,85.7,81.98
REC-44271680,2023-12-20,2387,86.78,70.25
REC-71888947,2020-10-20,697,95.37,76.3
REC-89017236,2023-01-09,8463,90.85,76.25
REC-79786819,2020-04-21,2935,94.26,97.6
REC-34148004,2024-07-01,6420,99.07,65.8
REC-83499313,2020-03-13,3116,91.14,83.8
REC-11137651,2023-05-15,3569,88.06,94.91
REC-11605433,2020-10-12,7583,97.7,86.1
