record_id,date,returns,customer_complaints,shipping_time_days,delivery_accuracy,transportation_costs
REC-36672234,2022-07-07,73,10,1.39,96.67,6610.25
REC-16991067,2023-05-01,95,16,3.85,94.2,8584.52
REC-25157001,2020-10-28,95,34,2.33,97.99,9536.7
REC-94947603,2022-03-23,33,48,4.57,98.46,3197.5
REC-53555463,2022-05-25,66,23,3.27,99.87,9483.05
REC-32462726,2021-05-18,43,49,1.52,91.62,3457.05
REC-88476684,2023-09-29,71,41,3.43,90.31,4188.78
REC-63124490,2022-05-05,64,3,5.91,95.41,1655.24
REC-11198544,2021-03-06,61,2,1.5,97.04,4877.46
REC-87990837,2023-01-21,7,20,1.22,94.72,3885.85
REC-90022258,2022-05-20,7,31,2.27,99.08,8558.0
REC-59848284,2022-02-23,95,1,5.66,92.38,7104.78
REC-43382936,2023-11-05,99,28,2.91,98.98,3373.47
REC-77098020,2024-07-26,22,8,2.69,95.78,7795.9
REC-93033107,2021-09-24,7,33,5.51,98.29,9080.48
REC-93903841,2022-06-10,76,2,1.19,91.08,5955.76
REC-18022882,2022-11-13,25,3,4.73,90.6,716.22
REC-96513378,2022-01-19,25,6,6.95,92.08,4146.8
REC-81988124,2023-01-04,3,48,6.14,95.92,6953.33
REC-26888275,2022-10-10,77,16,4.38,93.2,1678.75
REC-41229060,2020-08-20,90,18,1.29,96.84,1299.61
REC-84940527,2024-06-18,80,11,2.95,96.16,4974.04
REC-68883853,2021-05-14,69,6,6.43,95.78,6894.46
REC-12865928,2024-04-23,5,1,5.3,96.43,4201.73
REC-58072427,2021-03-14,19,20,2.8,98.32,8828.27
REC-43647879,2024-05-07,18,3,3.56,93.17,9740.74
REC-75136149,2019-11-24,3,48,6.14,98.92,8335.91
REC-85031037,2023-08-06,5,8,4.48,92.43,5933.58
REC-82844534,2021-06-14,29,8,5.16,98.03,2701.2
REC-35471281,2023-05-26,43,42,1.88,98.86,4192.58
REC-82963514,2022-02-23,53,17,2.51,90.21,5011.01
REC-53443711,2020-04-03,54,7,1.04,96.73,8137.59
REC-46953423,2023-02-24,25,35,3.1,91.76,5594.2
REC-19244458,2023-12-01,1,19,1.61,95.17,4820.59
REC-30807167,2020-11-07,29,17,6.95,99.58,8022.39
REC-49684512,2022-03-30,94,6,4.73,98.72,9350.66
REC-82693120,2021-09-22,83,14,4.69,91.06,5744.03
REC-70945449,2021-10-26,28,31,1.95,97.24,9055.74
REC-95634408,2020-12-23,29,41,4.08,95.31,5963.02
REC-60874366,2023-04-08,16,46,6.1,98.06,5622.2
REC-12512536,2022-11-16,50,25,6.16,92.2,387.39
REC-93241474,2020-04-18,28,36,5.88,96.53,7307.5
REC-53042832,2023-06-28,34,18,3.53,99.34,7236.02
REC-98354109,2023-09-29,41,13,6.84,90.62,9236.2
REC-62008140,2024-08-14,12,40,2.07,94.42,8544.51
REC-80339453,2023-01-29,49,27,2.67,92.89,2780.23
REC-84016756,2024-03-19,38,24,6.44,94.44,9038.04
REC-92280734,2023-12-23,97,7,3.14,99.16,9758.41
REC-53298644,2023-03-24,90,49,5.26,96.17,1870.5
REC-96020669,2024-04-17,28,33,1.44,99.44,3007.75
REC-24826245,2019-12-25,19,24,1.95,91.78,4615.91
REC-80222787,2022-09-23,37,13,3.91,92.61,2094.98
REC-15875684,2024-03-27,14,47,6.44,94.09,8384.03
REC-33976493,2020-05-23,49,0,3.86,96.51,237.45
REC-37122588,2020-08-06,76,17,1.92,95.22,4735.61
REC-75145297,2021-10-12,78,41,1.15,96.8,2432.78
REC-23254482,2022-09-08,25,43,3.53,98.12,4372.43
REC-86639957,2021-01-30,21,10,2.29,93.41,7842.91
REC-98304696,2020-01-17,85,38,2.38,97.59,7330.14
REC-80574548,2024-06-16,11,11,5.31,98.01,7557.53
REC-16588161,2023-01-25,1,24,1.41,94.02,7329.62
REC-39624910,2022-06-28,62,19,1.09,95.21,1299.71
REC-11756387,2023-05-01,77,25,3.59,99.26,4462.9
REC-98013189,2020-07-27,87,16,3.44,92.3,1073.84
REC-20731620,2019-10-04,86,26,1.48,96.49,3708.24
REC-95753950,2020-07-04,78,42,4.03,95.18,9842.56
REC-58442674,2021-11-13,98,26,3.47,99.85,6822.04
REC-59535555,2021-07-22,23,41,2.9,97.96,4505.45
REC-92803389,2024-01-05,76,42,6.02,95.39,2364.7
REC-81003974,2024-01-30,35,14,1.7,95.07,5416.17
REC-19447334,2024-05-31,4,5,5.31,94.92,4489.44
REC-20460308,2024-08-09,90,11,2.68,90.32,2621.92
REC-79724133,2024-07-24,3,17,4.98,94.12,4803.35
REC-23586205,2021-07-19,82,44,1.24,96.56,6431.31
REC-81358338,2023-06-17,15,20,6.73,94.64,1918.07
REC-35428946,2022-11-07,68,13,6.28,90.47,518.07
REC-80624297,2022-12-30,6,43,3.1,99.96,3743.9
REC-86507818,2023-08-10,39,16,5.91,91.69,8052.27
REC-84950330,2023-12-04,66,16,6.22,94.13,415.78
REC-24161873,2020-12-13,5,4,3.59,92.29,9238.41
REC-71568435,2022-08-08,32,2,1.27,92.94,7894.37
REC-23972387,2019-11-17,18,39,3.14,98.83,1315.0
REC-34212413,2023-10-10,75,25,5.29,93.83,8141.22
REC-77738718,2020-07-22,10,21,6.03,94.83,3299.92
REC-98252435,2022-03-07,96,22,3.26,92.69,6340.86
REC-81658908,2023-03-17,45,18,6.58,93.08,1890.12
REC-57288136,2020-05-25,10,19,3.09,93.38,3353.23
REC-83830667,2020-08-27,51,48,5.7,99.52,6726.8
REC-59891348,2020-11-15,72,20,4.19,91.72,3423.21
REC-94992144,2022-08-19,43,4,1.49,92.56,7164.64
REC-53412847,2022-04-28,95,20,2.47,95.43,7106.91
REC-85584002,2022-08-02,13,22,5.98,91.14,8778.33
REC-38712948,2023-07-17,69,49,1.88,90.07,8524.78
REC-83851788,2021-06-05,11,20,5.14,93.41,1550.23
REC-58319528,2024-02-07,84,35,6.68,92.03,9142.82
REC-70062404,2023-10-11,45,32,6.54,94.82,4312.17
REC-10026256,2022-08-19,20,10,2.14,91.25,2488.68
REC-48182550,2023-09-20,56,38,4.76,90.81,7591.66
REC-79472352,2020-07-01,26,33,3.82,93.4,5240.67
REC-50512501,2023-05-25,23,21,1.98,96.74,5862.74
REC-50310141,2023-07-08,1,15,2.49,95.89,4762.66
REC-38833029,2022-05-19,58,45,6.91,96.78,9314.19
REC-12912708,2020-03-28,44,39,4.17,91.67,4505.91
REC-84311410,2022-03-22,32,30,5.85,96.46,2371.52
REC-84668420,2020-01-18,7,6,3.21,92.84,2939.3
REC-22655004,2020-08-24,6,12,4.97,92.32,2950.39
REC-71789789,2019-11-11,50,4,6.86,90.64,793.56
REC-30952341,2022-08-02,80,39,6.74,92.64,3014.66
REC-45566111,2020-08-06,94,3,3.65,96.54,3410.99
REC-88135616,2021-01-24,39,29,3.32,90.45,5391.82
REC-41271945,2021-09-28,66,42,4.52,91.31,5058.35
REC-50305910,2024-01-22,94,28,3.33,92.46,6821.93
REC-86569490,2021-02-25,84,0,3.85,97.55,4970.96
REC-86378602,2024-05-12,94,37,4.01,98.07,2742.01
REC-20361818,2021-01-11,11,12,2.72,99.21,8895.81
REC-74764506,2022-06-26,4,45,5.98,90.21,4559.5
REC-75535348,2024-06-06,66,24,6.19,95.31,3047.74
REC-89890579,2023-04-18,34,34,2.86,93.82,5030.97
REC-15015930,2023-08-07,31,7,4.25,96.51,5186.13
REC-20533057,2021-08-22,25,25,5.91,91.42,3770.93
REC-54881018,2023-02-11,63,2,3.27,92.97,990.61
REC-68291349,2021-03-28,57,10,3.41,96.16,3884.57
REC-26178675,2021-04-03,57,48,2.38,95.57,2612.91
REC-97614538,2023-05-06,79,6,2.83,95.53,5768.26
REC-95078886,2023-01-13,8,17,3.14,92.05,2107.31
REC-17264930,2019-12-01,86,8,2.62,91.91,2284.77
REC-80381542,2021-05-07,65,49,6.19,91.38,5472.34
REC-52857940,2023-06-29,65,0,1.87,97.33,2998.24
REC-85821325,2023-04-28,64,46,1.8,94.57,465.75
REC-53866598,2022-12-23,68,29,5.23,96.05,9483.48
REC-39634895,2019-09-15,28,36,4.63,95.78,4796.0
REC-16780654,2021-06-30,87,5,2.12,97.53,3068.91
REC-69809598,2021-06-02,8,10,2.29,98.52,5110.56
REC-22090729,2022-01-13,42,15,2.88,93.67,4558.68
REC-67973424,2020-03-14,62,44,3.3,99.67,7217.27
REC-62925057,2024-07-30,66,35,4.92,99.2,8337.27
REC-27742113,2020-07-14,89,0,1.37,92.71,9123.96
REC-21079017,2024-03-27,7,13,5.84,97.25,2892.69
REC-86697457,2021-04-04,73,5,5.19,98.19,1091.76
REC-83571770,2022-10-12,75,33,3.23,96.3,1122.4
REC-45239935,2022-06-10,72,16,1.22,99.43,1214.4
REC-63489393,2021-05-06,5,16,5.22,90.8,9537.71
REC-68316409,2023-07-24,16,6,2.36,90.84,1649.72
REC-28102047,2020-08-21,50,14,6.34,97.01,6746.95
REC-85067462,2021-11-25,89,20,5.61,91.52,9154.72
REC-75479608,2023-10-31,42,3,6.95,91.87,5280.23
REC-97543303,2024-02-27,72,39,2.34,95.71,8966.06
REC-85318641,2022-05-02,40,24,6.11,91.94,4217.29
REC-43050557,2022-12-22,77,33,4.98,94.48,1907.75
REC-19615892,2023-01-03,54,41,1.86,93.93,5709.28
REC-67722445,2024-08-29,95,37,5.63,95.05,954.42
REC-87311859,2020-08-21,34,22,2.49,97.71,6321.7
REC-25103503,2022-08-17,13,8,3.8,96.96,4872.43
REC-66846657,2022-08-30,64,29,6.26,94.53,6664.95
REC-56749089,2023-07-25,56,19,6.63,92.72,3865.1
REC-53048774,2021-02-19,23,42,7.0,98.17,4184.7
REC-89708841,2022-03-14,70,24,2.43,98.67,1148.83
REC-50912093,2020-05-22,19,3,3.19,90.43,2669.7
REC-56938140,2020-10-22,99,49,1.72,91.06,379.27
REC-93642093,2022-05-02,75,8,1.69,90.36,9111.3
REC-69118000,2020-09-02,80,37,4.86,92.57,2479.46
REC-41338443,2021-09-12,84,15,5.0,91.85,3356.65
REC-60173377,2022-04-07,77,17,3.83,97.52,965.11
REC-21517819,2020-08-30,12,24,6.13,99.53,5567.91
REC-17319968,2021-03-23,88,41,2.4,98.95,9505.45
REC-93349536,2022-11-04,36,20,1.57,91.26,1888.64
REC-48612439,2020-11-14,37,3,3.61,90.73,8654.61
REC-56073103,2024-01-06,98,38,3.28,94.51,8445.35
REC-50952251,2022-12-21,36,16,3.31,96.02,5235.84
REC-73242092,2023-03-24,5,29,1.73,94.41,3067.14
REC-54543739,2020-11-03,46,19,3.33,91.75,6273.42
REC-82209870,2024-07-22,84,3,5.35,92.18,3944.86
REC-37353754,2022-12-07,18,2,3.93,95.99,7347.1
REC-80231557,2023-04-08,1,10,3.64,94.22,210.79
REC-83658696,2021-04-01,13,33,1.77,94.72,9684.18
REC-93623280,2023-10-23,41,38,3.68,99.18,9442.42
REC-99692417,2024-03-28,65,2,6.56,93.21,8769.47
REC-60547291,2021-02-21,50,17,2.43,90.58,865.2
REC-15836056,2024-05-22,17,4,3.23,95.86,2399.45
REC-32859916,2021-02-01,7,18,5.69,91.45,3293.19
REC-48119652,2023-11-01,75,43,3.49,98.1,6313.1
REC-92941828,2022-02-15,67,15,6.37,98.67,8394.64
REC-17124981,2020-11-10,4,7,6.47,99.23,8559.64
REC-97880113,2021-04-05,20,32,5.17,93.92,1443.84
REC-18938604,2022-05-06,49,35,1.78,93.95,8852.8
REC-98633740,2023-07-04,43,49,1.67,97.35,794.86
REC-98983888,2020-02-15,69,39,4.89,92.0,977.64
REC-24480943,2022-09-21,75,14,4.08,99.49,9794.84
REC-49258091,2019-10-01,27,31,5.09,95.76,3871.09
REC-41026926,2023-10-16,87,47,3.72,94.97,4410.13
REC-78255127,2020-10-30,85,32,1.63,98.29,1398.9
REC-52339783,2021-04-30,56,23,6.25,93.09,4710.59
REC-90142265,2022-12-07,51,49,4.95,96.49,283.59
REC-21813934,2024-06-11,3,38,2.71,91.47,956.64
REC-36692577,2023-12-20,81,36,5.61,97.53,8193.27
REC-71469875,2023-11-17,46,12,4.48,94.82,7738.75
REC-15335477,2023-02-24,80,43,1.88,94.04,7575.84
REC-81056927,2023-11-07,45,34,3.35,97.85,7231.49
REC-54770958,2023-03-16,44,5,3.8,90.91,3877.97
REC-62801229,2023-06-11,0,47,4.75,94.99,4175.04
REC-12465878,2023-10-29,63,4,1.18,92.36,8886.32
REC-57232974,2021-02-02,38,42,6.94,97.82,8103.06
REC-93917080,2020-05-15,95,21,1.83,93.04,7590.02
REC-41702866,2024-06-23,61,46,2.16,91.35,3704.23
REC-47027755,2019-12-06,0,41,4.49,96.27,8832.73
REC-93992429,2021-07-18,26,21,6.65,99.47,4841.32
REC-61965156,2022-02-25,86,37,2.25,97.81,475.48
REC-84482698,2019-12-12,10,16,2.43,98.47,7455.97
REC-40277197,2022-01-02,84,39,6.99,95.95,9412.06
REC-55873760,2021-07-31,56,37,4.23,97.24,4845.21
REC-98171888,2024-03-29,22,43,1.59,97.28,1287.12
REC-21783647,2022-02-14,15,31,4.22,99.89,7109.44
REC-79889565,2021-02-05,94,43,3.83,96.41,992.06
REC-66013532,2023-07-23,96,1,6.68,98.91,6629.16
REC-86893142,2024-06-24,7,8,2.83,90.96,1864.22
REC-67239162,2023-11-18,65,9,3.67,98.95,5573.41
REC-91251236,2024-05-05,41,20,1.27,96.42,1728.51
REC-70286467,2024-01-06,77,4,6.89,92.2,6692.18
REC-27686156,2020-08-18,28,3,1.54,91.67,289.81
REC-97573396,2024-07-16,76,7,5.94,98.28,9880.11
REC-87984620,2020-08-21,4,1,4.95,93.65,4237.02
REC-37153619,2021-12-12,10,4,5.88,94.0,4363.39
REC-51473062,2024-04-15,54,33,3.33,91.5,7603.91
REC-28153282,2022-10-15,59,12,5.61,98.51,7848.32
REC-29482024,2024-04-12,61,22,3.03,90.07,4420.47
REC-52613620,2020-01-09,94,8,6.67,96.16,361.81
REC-84804948,2023-06-04,53,38,2.58,99.07,2216.06
REC-25889673,2024-04-25,15,20,2.51,99.42,4914.54
REC-52627226,2021-07-11,35,5,2.8,97.77,1787.85
REC-13957187,2023-04-14,0,33,4.87,97.71,9843.11
REC-65571528,2020-07-16,63,48,6.42,94.72,4237.59
REC-50714693,2021-10-10,81,40,1.17,93.99,7869.4
REC-95476210,2022-03-14,46,35,2.04,97.88,7508.54
REC-30395330,2019-12-11,73,39,5.16,90.02,8392.01
REC-24330619,2023-06-30,26,9,4.24,92.96,6706.53
REC-34796255,2021-11-26,48,8,3.85,95.7,2056.18
REC-92138779,2022-08-19,59,5,3.56,99.9,3020.06
REC-91282861,2020-05-29,74,36,5.22,97.62,6917.53
REC-90042177,2023-05-28,2,11,6.66,97.23,2223.89
REC-40992534,2020-08-31,9,15,6.91,90.07,4202.02
REC-58219240,2021-09-07,76,17,3.88,92.62,3015.92
REC-73968467,2021-06-15,97,20,3.24,93.49,7614.13
REC-77420864,2024-09-01,1,29,2.68,91.76,3828.24
REC-97183615,2022-08-26,8,45,6.17,93.86,9837.14
REC-34692904,2023-04-24,7,38,2.6,91.81,9004.84
REC-75960711,2021-01-29,68,18,3.66,95.92,1319.38
REC-28456645,2020-11-07,44,21,1.17,99.7,4327.62
REC-35938895,2021-06-04,19,30,5.73,96.01,7007.39
REC-14325777,2021-06-05,61,31,3.17,99.24,2769.87
REC-12015179,2020-03-04,91,29,2.72,91.31,1147.88
REC-65437830,2024-07-08,98,20,2.0,94.7,9980.56
REC-37223861,2022-08-26,24,15,1.96,95.49,4591.06
REC-18876667,2024-03-12,81,8,6.92,97.62,136.68
REC-68959861,2022-01-22,38,31,4.53,94.59,7631.09
REC-53606752,2024-04-01,5,13,4.51,93.82,1806.12
REC-43122766,2021-02-06,93,37,2.54,99.42,7929.35
REC-64340297,2022-06-03,99,37,5.52,91.76,4721.01
REC-91594977,2022-02-27,3,24,5.38,97.6,3271.74
REC-51996390,2022-02-16,87,12,3.36,97.94,6400.0
REC-92074794,2024-07-16,54,8,6.15,94.97,5050.25
REC-80495248,2021-12-10,58,47,5.63,96.39,1252.47
REC-79880338,2024-01-17,76,20,5.08,98.96,7573.93
REC-70614013,2020-06-23,91,19,1.46,94.54,3397.31
REC-15692967,2020-10-27,62,35,4.59,95.13,7600.34
REC-79619091,2023-03-03,52,32,4.67,93.42,8250.67
REC-63098035,2020-03-04,93,25,1.52,93.64,8266.78
REC-84853354,2022-01-10,68,20,3.3,90.1,358.43
REC-79273350,2020-09-30,26,14,4.05,95.21,5591.31
REC-35481281,2020-10-18,81,18,6.65,99.79,2587.99
REC-68995922,2021-10-16,65,24,6.55,98.05,9443.37
REC-50876565,2020-11-29,68,24,4.34,94.93,8489.36
REC-71920968,2022-05-29,2,40,2.63,94.61,394.02
REC-66701914,2021-10-10,15,47,4.39,97.09,6022.71
REC-92293489,2023-01-04,57,25,6.16,99.59,2409.32
REC-79386491,2023-10-31,71,43,4.77,91.52,6163.32
REC-72220513,2020-11-16,57,36,2.52,91.98,8759.54
REC-22138759,2024-07-30,86,35,3.91,96.46,638.65
REC-25189633,2021-12-14,16,32,1.88,94.7,3079.88
REC-88577462,2023-03-11,32,14,2.19,94.72,4697.18
REC-28160554,2022-11-10,1,20,5.37,99.1,3447.63
REC-65506990,2023-07-07,88,21,6.66,92.03,9916.02
REC-70516875,2020-04-23,6,48,3.65,98.06,8455.82
REC-34008676,2020-06-17,92,26,6.5,92.68,5267.24
REC-89230801,2023-02-04,84,25,4.08,94.01,2254.47
REC-71026547,2024-01-20,44,47,5.43,96.27,2578.06
REC-43565477,2022-01-13,45,7,3.36,91.36,5898.65
REC-97050454,2022-10-22,33,22,6.71,97.3,1423.58
REC-26581824,2023-07-15,78,17,4.35,90.66,5924.17
REC-25322958,2023-10-27,88,16,1.77,99.74,338.61
REC-95103759,2022-06-14,41,22,1.73,92.69,3319.79
REC-21449650,2024-08-14,73,19,5.17,94.05,7341.67
REC-61551334,2019-09-09,8,28,2.94,94.7,5518.12
REC-92150984,2020-06-17,95,13,5.76,96.91,3326.24
REC-60825385,2023-07-27,79,3,1.73,96.78,934.3
REC-15892974,2022-09-18,13,22,6.33,98.61,6563.44
REC-54988861,2020-03-16,42,28,3.64,97.53,5854.13
REC-31759927,2024-03-19,46,23,6.89,94.23,797.99
REC-34007090,2023-01-19,98,24,2.56,94.87,4305.09
REC-66315301,2021-07-09,81,47,2.72,94.25,8586.4
REC-51542843,2023-04-28,12,5,2.6,91.03,8011.61
REC-48759467,2021-06-21,12,36,2.78,97.49,6024.07
REC-25777827,2023-11-17,44,21,2.78,99.2,180.89
REC-37226295,2021-12-14,21,30,4.46,98.97,362.14
REC-93558632,2022-06-01,37,19,5.92,90.41,3819.6
REC-11638498,2022-01-30,63,7,1.72,95.62,7128.26
REC-76790446,2022-07-17,98,27,5.89,98.92,7562.92
REC-82947490,2024-04-28,79,11,3.2,94.12,4104.66
REC-91602221,2024-08-01,85,48,4.05,91.99,7841.64
REC-41927492,2020-10-11,2,21,4.9,90.5,3423.7
REC-89035763,2024-06-25,95,40,1.8,94.78,6128.0
REC-70899748,2023-10-18,34,49,5.1,92.04,3194.74
REC-69307507,2022-08-04,85,1,5.42,99.93,8725.15
REC-90693921,2020-01-30,29,3,2.93,95.71,5225.54
REC-42844845,2020-01-22,94,5,4.17,94.6,5522.84
REC-47327686,2020-07-07,28,5,6.97,98.51,9743.56
REC-16565770,2023-07-30,83,12,4.47,99.74,6308.91
REC-29898606,2019-10-22,51,17,5.03,91.23,9979.42
REC-97681338,2020-09-21,15,34,6.6,91.29,3146.39
REC-14928616,2021-01-04,98,35,3.09,99.12,925.55
REC-14352961,2023-06-04,41,28,5.52,98.45,4930.73
REC-54440977,2023-07-21,75,5,6.85,99.33,8330.15
REC-16580878,2019-09-04,9,31,1.92,99.91,8710.34
REC-65963010,2023-04-23,26,46,2.24,91.8,1534.67
REC-31654047,2021-05-22,14,44,5.58,99.41,4242.42
REC-92019078,2020-10-15,30,21,1.94,94.97,3170.85
REC-71114408,2022-03-27,11,42,3.67,95.78,1781.56
REC-14810369,2021-01-07,0,40,3.16,99.42,9486.38
REC-50170625,2021-12-31,92,40,3.82,99.13,6693.81
REC-59468550,2020-06-17,73,38,4.33,98.13,6260.8
REC-19082067,2022-09-25,38,30,4.62,95.63,7653.7
REC-83882978,2021-10-18,5,13,2.5,99.32,955.18
REC-49303341,2020-05-15,2,3,6.97,98.92,8815.74
REC-28058430,2022-10-31,63,42,5.76,94.6,3615.04
REC-46831833,2021-01-28,14,45,4.64,93.97,8250.82
REC-80739820,2020-02-09,38,42,3.73,95.22,9059.17
REC-80416822,2023-01-15,68,16,1.74,90.83,4078.71
REC-38058347,2022-04-08,48,32,2.14,97.92,4392.9
REC-24670297,2021-08-29,26,29,1.13,93.9,6785.2
REC-21766833,2023-04-27,38,1,1.36,92.66,3075.38
REC-91171931,2020-06-11,62,35,6.56,90.87,6230.25
REC-67318164,2020-06-23,2,10,2.1,99.44,4359.13
REC-44850980,2019-09-05,18,20,4.82,95.67,3249.69
REC-87194344,2021-06-26,63,47,1.59,98.8,2328.32
REC-27409802,2023-09-22,61,44,5.59,91.4,4669.14
REC-79753731,2020-05-01,3,12,6.97,99.44,9858.4
REC-76102828,2020-10-18,12,32,4.07,92.71,7827.71
REC-91793056,2021-08-04,42,7,3.12,96.99,8832.29
REC-48988647,2024-02-01,79,40,4.46,94.53,149.42
REC-10212187,2023-06-15,37,15,4.13,96.04,8492.26
REC-13219453,2019-09-30,79,32,5.96,97.67,1202.52
REC-93947919,2019-09-27,83,23,4.2,99.36,3580.47
REC-37827473,2022-08-04,33,8,3.87,91.62,1114.99
REC-65571661,2020-09-10,11,19,3.78,99.88,9774.34
REC-54800838,2023-04-06,30,30,2.27,98.93,8903.66
REC-85217695,2020-10-16,33,9,4.29,93.48,8732.84
REC-11516293,2023-09-25,1,10,1.27,97.18,2355.16
REC-47799296,2020-04-09,89,9,6.79,97.9,1698.56
REC-19104802,2021-08-13,56,40,3.32,90.94,3492.1
REC-50303435,2022-12-05,41,41,5.34,97.06,1447.1
REC-83818891,2020-06-05,42,4,4.96,91.9,1214.59
REC-10822924,2020-07-16,55,45,5.01,94.33,6470.98
REC-54732472,2020-07-18,26,4,2.39,90.17,200.67
REC-63156840,2022-05-02,63,20,4.18,94.53,7602.73
REC-33572537,2022-10-17,96,28,2.4,98.77,801.94
REC-54360949,2022-03-19,3,20,5.53,99.22,6626.43
REC-74304823,2020-11-01,54,2,3.21,94.1,5757.68
REC-14772547,2022-12-04,62,17,5.5,90.62,1213.88
REC-74625235,2020-10-19,86,9,6.52,98.36,3827.57
REC-94181424,2020-11-18,81,35,2.01,96.57,2481.05
REC-82070563,2020-04-01,7,35,1.93,97.48,2170.07
REC-72071682,2024-03-07,62,9,5.55,93.41,1627.71
REC-17519183,2024-06-17,21,10,3.99,98.86,1888.74
REC-50177237,2019-09-28,20,38,4.69,94.41,2386.65
REC-84514623,2021-01-23,99,15,3.01,96.3,2070.53
REC-12512345,2023-05-31,3,12,4.05,90.3,2907.8
REC-87496999,2022-08-28,58,29,6.73,96.2,9351.19
REC-57458790,2021-06-24,25,1,5.0,98.55,5301.53
REC-30039365,2020-12-15,63,28,1.86,94.27,7473.39
REC-14183991,2023-03-04,63,16,4.86,94.5,5894.56
REC-60363964,2023-06-07,53,6,6.75,93.4,4077.21
REC-32276047,2021-07-07,77,0,1.64,99.09,7160.8
REC-35149571,2020-05-28,76,16,5.88,95.46,3362.84
REC-51376831,2020-07-10,2,41,6.69,93.99,3428.8
REC-14245067,2020-11-10,12,35,4.22,92.91,9202.67
REC-65548633,2020-09-18,79,14,4.52,99.34,611.2
REC-76713516,2022-12-08,33,28,1.26,98.21,6560.04
REC-59873103,2022-08-29,52,1,6.32,93.46,4719.71
REC-50618137,2023-04-28,23,20,5.59,91.52,1736.07
REC-80477785,2022-05-06,21,15,5.08,96.62,9107.09
REC-33489813,2020-11-09,79,32,2.2,93.08,3315.94
REC-60226379,2021-10-10,11,13,4.06,91.89,1821.41
REC-37125189,2022-01-09,31,21,3.35,94.88,1934.76
REC-69562350,2020-05-20,88,0,6.24,96.88,2089.29
REC-13346688,2021-10-12,61,16,1.64,99.98,1538.9
REC-77116153,2024-05-17,11,21,1.54,91.19,7024.29
REC-35529779,2022-02-03,65,14,6.27,97.06,826.4
REC-74890505,2019-11-24,8,16,1.09,98.23,3927.37
REC-51655640,2022-03-27,8,29,2.99,92.85,1712.77
REC-29232735,2021-06-01,44,40,3.9,96.3,6435.34
REC-79276026,2024-01-27,41,37,4.82,98.06,7404.69
REC-37539747,2024-01-02,73,33,3.72,95.23,8591.24
REC-71655384,2021-04-10,30,2,6.6,91.62,391.19
REC-80107942,2023-01-01,63,1,5.4,99.61,7633.4
REC-10551617,2022-03-08,53,19,6.33,95.44,4549.82
REC-15909601,2020-02-18,45,47,1.96,90.48,6097.01
REC-54733393,2021-09-14,78,39,5.63,90.51,8012.2
REC-16192775,2023-11-17,14,40,4.75,93.79,8018.43
REC-79870757,2022-12-13,86,36,5.77,94.8,8078.58
REC-13017249,2020-08-17,27,43,3.06,99.07,2866.87
REC-95745109,2021-09-20,66,37,2.86,97.56,619.16
REC-53067834,2023-12-02,54,25,5.4,91.52,7748.85
REC-35843038,2020-04-09,40,8,1.41,97.35,6007.84
REC-47131272,2024-02-29,66,47,1.05,97.6,4409.32
REC-52835559,2019-10-09,42,6,4.27,99.76,4182.85
REC-25790828,2022-09-27,80,39,4.94,91.42,7662.44
REC-30041488,2022-05-12,80,49,2.11,98.26,7417.92
REC-46726921,2020-10-16,75,26,4.25,98.02,8873.88
REC-12047721,2022-12-16,26,26,4.64,98.03,1415.27
REC-23740579,2024-07-02,19,42,4.98,94.17,8678.22
REC-82816971,2023-04-01,93,14,5.98,99.05,3065.03
REC-83734610,2022-10-11,94,17,6.41,94.97,9868.53
REC-46379997,2024-04-25,52,5,6.12,91.03,1467.58
REC-48019546,2021-02-19,10,3,5.57,90.01,4445.94
REC-32988138,2023-09-04,43,45,4.74,98.42,8341.9
REC-51792388,2020-04-15,72,38,4.57,92.52,7638.33
REC-82555030,2019-10-23,28,13,3.86,91.86,3607.85
REC-16808353,2024-08-30,14,27,3.88,99.1,6457.48
REC-13891332,2020-03-29,49,21,5.24,99.59,8214.0
REC-16772091,2019-10-14,81,42,4.44,93.16,7311.88
REC-61485872,2021-11-24,82,23,2.08,94.21,9249.47
REC-21558774,2021-07-03,67,25,5.04,98.19,5126.56
REC-62602177,2020-01-03,90,17,1.03,93.27,3063.35
REC-90010054,2020-03-07,84,26,1.5,94.88,642.43
REC-92720444,2023-01-20,39,0,1.4,93.85,1474.72
REC-51935074,2023-12-23,60,15,5.37,94.18,7500.84
REC-36594858,2022-02-08,53,49,1.88,90.68,3285.61
REC-20542212,2023-12-06,10,43,2.01,94.46,3493.08
REC-86207390,2023-03-15,29,32,1.43,94.28,9880.07
REC-22470997,2023-04-10,8,24,1.62,98.83,1456.83
REC-23054418,2023-02-02,34,41,3.36,96.38,7338.29
REC-51660066,2020-05-15,5,4,5.05,98.79,7589.45
REC-73155598,2024-03-26,29,27,1.94,94.02,3606.93
REC-40037183,2024-03-29,83,29,6.96,92.72,4675.65
REC-92804565,2020-12-19,28,10,4.6,91.56,3236.27
REC-58781345,2022-01-11,10,4,2.6,98.91,6301.66
REC-34609232,2020-05-18,27,6,2.44,96.32,683.77
REC-53588695,2022-04-21,57,0,3.82,94.61,1539.93
REC-75432046,2020-05-04,42,45,6.09,97.2,4940.45
REC-18773168,2024-01-07,31,33,5.57,94.17,757.09
REC-25151444,2021-05-25,58,36,3.17,98.81,9095.95
REC-74243595,2020-12-27,32,28,1.44,94.76,5753.75
